URL,Title of the Page,Type of Source,PEP Role Referenced,Content Snippet
https://www.iol.co.za/politics/phumulo-masualle-biography,Profile of Phumulo Masualle - Premier,News,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/person/mandisa-maya,Interview with Mandisa Maya,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/news/supra-mahumapelo-86345,"Biography: Supra Mahumapelo, Premier",Other,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/politics/mbuyiseni-ndlozi-biography,Profile of Mbuyiseni Ndlozi - Political Party Leader,News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/rudzani-maphwanya-6611,Rudzani Maphwanya - Military Officer responsibilities,News,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/politics/helen-zille-biography,Helen Zille - Official Premier Profile,Other,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/politics/mandisa-maya-biography,Profile of Mandisa Maya - Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/lesetja-kganyago-biography,Lesetja Kganyago addresses parliament,Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/article/228108/mandisa-maya,Mandisa Maya addresses parliament,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/mogoeng-mogoeng-28161,Mogoeng Mogoeng speaks on government policy,Government,Judge,"Mogoeng Mogoeng serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
